strain,phage,interaction
KP_HGE01_004,D7a,0
KP_HGE01_005,D7a,0
HGUA4_08,D7a,0
KP_HGUA02_068,D7a,0
HGUA4_09,D7a,0
HGUA4_51,D7a,0
KP_HGUA02_064,D7a,0
KP_HGUA02_073,D7a,0
KP_HGUA03_124,D7a,0
KP_HGUA02_099,D7a,0
KP_HGUA02_066,D7a,0
KP_HGUA02_059,D7a,0
KP_HGUA02_074,D7a,0
KP_HGUA02_054,D7a,0
KP_HGUA02_051,D7a,0
KP_HGUA03_117,D7a,0
KP_HGUA02_055,D7a,0
KP_HGUA02_092,D7a,0
HGUA4_15,D7a,0
KP_HGUA03_108,D7a,0
KP_HGUA03_147,D7a,0
KP_HGUA02_071,D7a,0
KP_HGUA02_089,D7a,0
Kpcas027,D7a,0
Kpcas048,D7a,0
Kpcas083,D7a,0
Kpcas024,D7a,0
HGUC2_04,D7a,0
Kpcas054,D7a,0
HGUC2_09,D7a,0
HLF1_17,D7a,0
HLF1_40,D7a,0
HLF1_54,D7a,0
HLF1_68,D7a,0
102KP-HG,D7a,1
156KP-HG,D7a,0
159KP-HG,D7a,0
191KP-HG,D7a,0
201KP-HG,D7a,0
205KP-HG,D7a,0
218KP-HG,D7a,0
225KP-HG,D7a,0
234KP-HG,D7a,0
242KP-HG,D7a,0
255KP-HG,D7a,0
268KP-HG,D7a,0
48KP-HG,D7a,0
HGV2_297,D7a,0
33KP-HG,D7a,0
HGV2_332,D7a,0
34KP-HG,D7a,0
HGV2_341,D7a,0
HGV2_370,D7a,0
HGV2_371,D7a,0
HGV2_379,D7a,0
HGV2_398,D7a,0
HGV2_400,D7a,0
HGV2_418,D7a,0
HGV2_429,D7a,0
HGV2_430,D7a,0
HGV2_431,D7a,0
52KP-HG,D7a,0
62KP-HG,D7a,0
Moliner_03,D7a,0
Moliner_08,D7a,0
Moliner_02,D7a,0
NTUH,D7a,0
Kpcas111,D7a,0
HGV2C_01,D7a,0
HGV2C_10,D7a,0
HGV2C_11,D7a,0
HGV2C_13,D7a,0
HGV2C_14,D7a,0
HGV2C_16,D7a,0
HGV2C_17,D7a,0
HGV2C_18,D7a,0
HGV2C_02,D7a,0
HGV2C_19,D7a,0
HGV2C_20,D7a,0
HGV2C_23,D7a,0
HGV2C_28,D7a,0
HGV2C_03,D7a,0
HGV2C_33,D7a,0
HGV2C_34,D7a,0
HGV2C_36_contigs,D7a,0
HGV2C_37,D7a,0
HGV2C_39,D7a,0
HGV2C_06,D7a,0
HGV2C_08,D7a,0
CU371,D7a,0
42KP-HG,D7a,0
HGV2C_21,D7a,0
Kpcas091,D7b,0
Kpcas042,D7b,0
Kpcas039,D7b,0
CU276,D7b,0
CU293,D7b,0
CU402,D7b,0
CU406,D7b,0
CU443,D7b,0
CU448,D7b,0
CU451,D7b,0
CU494,D7b,0
CU503,D7b,0
132,D7b,0
779,D7b,0
806,D7b,0
228,D7b,0
245,D7b,0
406,D7b,0
1210,D7b,0
1446,D7b,0
1468,D7b,0
1572,D7b,0
2164,D7b,0
HAV1_14,D7b,0
HAV1_13,D7b,0
HCV1_19,D7b,0
HCV1_21,D7b,0
HCV1_10,D7b,0
HCV1_42,D7b,0
HCV1_24,D7b,0
HCV1_26,D7b,0
HCV1_27,D7b,0
HCV1_35,D7b,0
HCV1_36,D7b,0
HCV1_33,D7b,0
KP_HGE01_045,D7b,0
KP_HGE01_024,D7b,0
KP_HGE01_025,D7b,0
KP_HGE01_042,D7b,0
KP_HGE01_017,D7b,0
KP_HGE01_039,D7b,0
KP_HGE01_044,D7b,0
KP_HGE01_040,D7b,0
KP_HGE01_029,D7b,1
KP_HGE01_014,D7b,0
KP_HGE01_003,D7b,0
KP_HGE01_004,D7b,1
KP_HGE01_005,D7b,1
HGUA4_08,D7b,0
KP_HGUA02_068,D7b,0
HGUA4_09,D7b,0
HGUA4_51,D7b,0
KP_HGUA02_064,D7b,0
KP_HGUA02_073,D7b,0
KP_HGUA03_124,D7b,0
KP_HGUA02_099,D7b,0
KP_HGUA02_066,D7b,0
KP_HGUA02_059,D7b,0
KP_HGUA02_074,D7b,0
KP_HGUA02_054,D7b,0
KP_HGUA02_051,D7b,0
KP_HGUA03_117,D7b,0
KP_HGUA02_055,D7b,0
KP_HGUA02_092,D7b,0
HGUA4_15,D7b,0
KP_HGUA03_108,D7b,0
KP_HGUA03_147,D7b,0
KP_HGUA02_071,D7b,0
KP_HGUA02_089,D7b,0
Kpcas027,D7b,0
Kpcas048,D7b,0
Kpcas083,D7b,0
Kpcas024,D7b,0
HGUC2_04,D7b,0
Kpcas054,D7b,0
HGUC2_09,D7b,0
HLF1_17,D7b,0
HLF1_40,D7b,0
HLF1_54,D7b,0
HLF1_68,D7b,0
102KP-HG,D7b,1
156KP-HG,D7b,0
159KP-HG,D7b,0
191KP-HG,D7b,0
201KP-HG,D7b,0
205KP-HG,D7b,0
218KP-HG,D7b,0
225KP-HG,D7b,0
234KP-HG,D7b,0
242KP-HG,D7b,0
255KP-HG,D7b,0
268KP-HG,D7b,0
48KP-HG,D7b,0
HGV2_297,D7b,0
33KP-HG,D7b,0
HGV2_332,D7b,0
34KP-HG,D7b,0
HGV2_341,D7b,0
HGV2_370,D7b,0
HGV2_371,D7b,0
HGV2_379,D7b,0
HGV2_398,D7b,0
HGV2_400,D7b,0
HGV2_418,D7b,0
HGV2_429,D7b,0
HGV2_430,D7b,0
HGV2_431,D7b,0
52KP-HG,D7b,0
62KP-HG,D7b,0
Moliner_03,D7b,0
Moliner_08,D7b,0
Moliner_02,D7b,0
NTUH,D7b,0
Kpcas111,D7b,0
HGV2C_01,D7b,0
HGV2C_10,D7b,0
HGV2C_11,D7b,1
HGV2C_13,D7b,1
HGV2C_14,D7b,0
HGV2C_16,D7b,0
HGV2C_17,D7b,0
HGV2C_18,D7b,0
HGV2C_02,D7b,0
HGV2C_19,D7b,0
HGV2C_20,D7b,0
HGV2C_23,D7b,0
HGV2C_28,D7b,0
HGV2C_03,D7b,0
HGV2C_33,D7b,0
HGV2C_34,D7b,0
HGV2C_36_contigs,D7b,0
HGV2C_37,D7b,0
HGV2C_39,D7b,0
HGV2C_06,D7b,0
HGV2C_08,D7b,0
CU371,D7b,0
42KP-HG,D7b,0
HGV2C_21,D7b,0
Kpcas091,D7c,0
Kpcas042,D7c,0
Kpcas039,D7c,0
CU276,D7c,0
CU293,D7c,0
CU402,D7c,0
CU406,D7c,0
CU443,D7c,0
CU448,D7c,0
CU451,D7c,0
CU494,D7c,0
CU503,D7c,0
132,D7c,0
779,D7c,0
806,D7c,0
228,D7c,0
245,D7c,0
406,D7c,0
1210,D7c,0
1446,D7c,0
1468,D7c,0
1572,D7c,0
2164,D7c,0
HAV1_14,D7c,0
HAV1_13,D7c,0
HCV1_19,D7c,0
HCV1_21,D7c,0
HCV1_10,D7c,0
HCV1_42,D7c,0
HCV1_24,D7c,0
HCV1_26,D7c,0
HCV1_27,D7c,0
HCV1_35,D7c,0
HCV1_36,D7c,0
HCV1_33,D7c,0
KP_HGE01_045,D7c,0
KP_HGE01_024,D7c,0
KP_HGE01_025,D7c,0
KP_HGE01_042,D7c,0
KP_HGE01_017,D7c,0
KP_HGE01_039,D7c,0
KP_HGE01_044,D7c,0
KP_HGE01_040,D7c,0
KP_HGE01_029,D7c,0
KP_HGE01_014,D7c,0
KP_HGE01_003,D7c,0
KP_HGE01_004,D7c,0
KP_HGE01_005,D7c,0
HGUA4_08,D7c,0
KP_HGUA02_068,D7c,0
HGUA4_09,D7c,0
HGUA4_51,D7c,0
KP_HGUA02_064,D7c,0
KP_HGUA02_073,D7c,0
KP_HGUA03_124,D7c,0
KP_HGUA02_099,D7c,0
KP_HGUA02_066,D7c,0
KP_HGUA02_059,D7c,0
KP_HGUA02_074,D7c,0
KP_HGUA02_054,D7c,0
KP_HGUA02_051,D7c,0
KP_HGUA03_117,D7c,0
KP_HGUA02_055,D7c,0
KP_HGUA02_092,D7c,0
HGUA4_15,D7c,0
KP_HGUA03_108,D7c,0
KP_HGUA03_147,D7c,0
KP_HGUA02_071,D7c,0
KP_HGUA02_089,D7c,0
Kpcas027,D7c,0
Kpcas048,D7c,0
Kpcas083,D7c,0
Kpcas024,D7c,0
HGUC2_04,D7c,0
Kpcas054,D7c,0
HGUC2_09,D7c,0
HLF1_17,D7c,0
HLF1_40,D7c,0
HLF1_54,D7c,0
HLF1_68,D7c,0
102KP-HG,D7c,0
156KP-HG,D7c,0
159KP-HG,D7c,0
191KP-HG,D7c,0
201KP-HG,D7c,0
205KP-HG,D7c,0
218KP-HG,D7c,0
225KP-HG,D7c,0
234KP-HG,D7c,0
242KP-HG,D7c,0
255KP-HG,D7c,0
268KP-HG,D7c,0
48KP-HG,D7c,0
HGV2_297,D7c,0
33KP-HG,D7c,0
HGV2_332,D7c,0
34KP-HG,D7c,0
HGV2_341,D7c,0
HGV2_370,D7c,0
HGV2_371,D7c,0
HGV2_379,D7c,0
HGV2_398,D7c,0
HGV2_400,D7c,0
HGV2_418,D7c,0
HGV2_429,D7c,0
HGV2_430,D7c,0
HGV2_431,D7c,0
52KP-HG,D7c,0
62KP-HG,D7c,0
Moliner_03,D7c,0
Moliner_08,D7c,0
Moliner_02,D7c,0
NTUH,D7c,0
Kpcas111,D7c,0
HGV2C_01,D7c,0
HGV2C_10,D7c,0
HGV2C_11,D7c,0
HGV2C_13,D7c,0
HGV2C_14,D7c,0
HGV2C_16,D7c,0
HGV2C_17,D7c,0
HGV2C_18,D7c,0
HGV2C_02,D7c,0
HGV2C_19,D7c,0
HGV2C_20,D7c,0
HGV2C_23,D7c,0
HGV2C_28,D7c,0
HGV2C_03,D7c,0
HGV2C_33,D7c,0
HGV2C_34,D7c,0
HGV2C_36_contigs,D7c,0
HGV2C_37,D7c,0
HGV2C_39,D7c,0
HGV2C_06,D7c,0
HGV2C_08,D7c,0
CU371,D7c,0
42KP-HG,D7c,0
HGV2C_21,D7c,0
Kpcas091,M5a,0
Kpcas042,M5a,0
Kpcas039,M5a,0
CU276,M5a,0
CU293,M5a,0
CU402,M5a,0
CU406,M5a,0
CU443,M5a,0
CU448,M5a,0
CU451,M5a,0
CU494,M5a,0
CU503,M5a,0
132,M5a,0
779,M5a,0
806,M5a,0
228,M5a,0
245,M5a,0
406,M5a,0
1210,M5a,0
1446,M5a,0
1468,M5a,0
1572,M5a,0
2164,M5a,0
HAV1_14,M5a,0
HAV1_13,M5a,0
HCV1_19,M5a,0
HCV1_21,M5a,0
HCV1_10,M5a,0
HCV1_42,M5a,0
HCV1_24,M5a,0
HCV1_26,M5a,0
HCV1_27,M5a,0
HCV1_35,M5a,0
HCV1_36,M5a,0
HCV1_33,M5a,0
KP_HGE01_045,M5a,0
KP_HGE01_024,M5a,0
KP_HGE01_025,M5a,0
KP_HGE01_042,M5a,0
KP_HGE01_017,M5a,0
KP_HGE01_039,M5a,0
KP_HGE01_044,M5a,0
KP_HGE01_040,M5a,0
KP_HGE01_029,M5a,0
KP_HGE01_014,M5a,0
KP_HGE01_003,M5a,0
KP_HGE01_004,M5a,0
KP_HGE01_005,M5a,0
HGUA4_08,M5a,0
KP_HGUA02_068,M5a,0
HGUA4_09,M5a,0
HGUA4_51,M5a,0
KP_HGUA02_064,M5a,0
KP_HGUA02_073,M5a,0
KP_HGUA03_124,M5a,0
KP_HGUA02_099,M5a,1
KP_HGUA02_066,M5a,0
KP_HGUA02_059,M5a,0
KP_HGUA02_074,M5a,0
KP_HGUA02_054,M5a,0
KP_HGUA02_051,M5a,0
KP_HGUA03_117,M5a,0
KP_HGUA02_055,M5a,0
KP_HGUA02_092,M5a,0
HGUA4_15,M5a,0
KP_HGUA03_108,M5a,0
KP_HGUA03_147,M5a,0
KP_HGUA02_071,M5a,0
KP_HGUA02_089,M5a,0
Kpcas027,M5a,0
Kpcas048,M5a,0
Kpcas083,M5a,0
Kpcas024,M5a,0
HGUC2_04,M5a,0
Kpcas054,M5a,0
HGUC2_09,M5a,0
HLF1_17,M5a,0
HLF1_40,M5a,0
HLF1_54,M5a,0
HLF1_68,M5a,0
102KP-HG,M5a,0
156KP-HG,M5a,0
159KP-HG,M5a,0
191KP-HG,M5a,0
201KP-HG,M5a,0
205KP-HG,M5a,0
218KP-HG,M5a,0
225KP-HG,M5a,0
234KP-HG,M5a,0
242KP-HG,M5a,0
255KP-HG,M5a,0
268KP-HG,M5a,0
48KP-HG,M5a,0
HGV2_297,M5a,0
33KP-HG,M5a,0
HGV2_332,M5a,0
34KP-HG,M5a,0
HGV2_341,M5a,0
HGV2_370,M5a,0
HGV2_371,M5a,0
HGV2_379,M5a,0
HGV2_398,M5a,0
HGV2_400,M5a,0
HGV2_418,M5a,0
HGV2_429,M5a,0
HGV2_430,M5a,1
HGV2_431,M5a,0
52KP-HG,M5a,0
62KP-HG,M5a,0
Moliner_03,M5a,0
Moliner_08,M5a,0
Moliner_02,M5a,0
NTUH,M5a,0
Kpcas111,M5a,0
HGV2C_01,M5a,0
HGV2C_10,M5a,0
HGV2C_11,M5a,0
HGV2C_13,M5a,0
HGV2C_14,M5a,0
HGV2C_16,M5a,0
HGV2C_17,M5a,0
HGV2C_18,M5a,0
HGV2C_02,M5a,0
HGV2C_19,M5a,0
HGV2C_20,M5a,0
HGV2C_23,M5a,0
HGV2C_28,M5a,0
HGV2C_03,M5a,0
HGV2C_33,M5a,0
HGV2C_34,M5a,0
HGV2C_36_contigs,M5a,0
HGV2C_37,M5a,0
HGV2C_39,M5a,0
HGV2C_06,M5a,0
HGV2C_08,M5a,0
CU371,M5a,0
42KP-HG,M5a,0
HGV2C_21,M5a,0
Kpcas091,M5b,0
Kpcas042,M5b,0
Kpcas039,M5b,0
CU276,M5b,0
CU293,M5b,0
CU402,M5b,0
CU406,M5b,0
CU443,M5b,0
CU448,M5b,0
CU451,M5b,0
CU494,M5b,0
CU503,M5b,0
132,M5b,0
779,M5b,0
806,M5b,0
228,M5b,0
245,M5b,0
406,M5b,0
1210,M5b,1
1446,M5b,0
1468,M5b,0
1572,M5b,0
2164,M5b,0
HAV1_14,M5b,0
HAV1_13,M5b,0
HCV1_19,M5b,0
HCV1_21,M5b,0
HCV1_10,M5b,0
HCV1_42,M5b,0
HCV1_24,M5b,0
HCV1_26,M5b,0
HCV1_27,M5b,0
HCV1_35,M5b,0
HCV1_36,M5b,0
HCV1_33,M5b,0
KP_HGE01_045,M5b,0
KP_HGE01_024,M5b,0
KP_HGE01_025,M5b,0
KP_HGE01_042,M5b,0
KP_HGE01_017,M5b,0
KP_HGE01_039,M5b,0
KP_HGE01_044,M5b,0
KP_HGE01_040,M5b,0
KP_HGE01_029,M5b,0
KP_HGE01_014,M5b,0
KP_HGE01_003,M5b,0
KP_HGE01_004,M5b,0
KP_HGE01_005,M5b,0
HGUA4_08,M5b,0
KP_HGUA02_068,M5b,0
HGUA4_09,M5b,0
HGUA4_51,M5b,0
KP_HGUA02_064,M5b,0
KP_HGUA02_073,M5b,0
KP_HGUA03_124,M5b,0
KP_HGUA02_099,M5b,0
KP_HGUA02_066,M5b,0
KP_HGUA02_059,M5b,0
KP_HGUA02_074,M5b,0
KP_HGUA02_054,M5b,0
KP_HGUA02_051,M5b,0
KP_HGUA03_117,M5b,0
KP_HGUA02_055,M5b,0
KP_HGUA02_092,M5b,0
HGUA4_15,M5b,0
KP_HGUA03_108,M5b,0
KP_HGUA03_147,M5b,0
KP_HGUA02_071,M5b,0
KP_HGUA02_089,M5b,0
Kpcas027,M5b,0
Kpcas048,M5b,0
Kpcas083,M5b,0
Kpcas024,M5b,0
HGUC2_04,M5b,0
Kpcas054,M5b,0
HGUC2_09,M5b,0
HLF1_17,M5b,0
HLF1_40,M5b,0
HLF1_54,M5b,0
HLF1_68,M5b,0
102KP-HG,M5b,0
156KP-HG,M5b,0
159KP-HG,M5b,0
191KP-HG,M5b,0
201KP-HG,M5b,0
205KP-HG,M5b,0
218KP-HG,M5b,0
225KP-HG,M5b,0
234KP-HG,M5b,0
242KP-HG,M5b,0
255KP-HG,M5b,1
268KP-HG,M5b,0
48KP-HG,M5b,0
HGV2_297,M5b,0
33KP-HG,M5b,0
HGV2_332,M5b,0
34KP-HG,M5b,0
HGV2_341,M5b,0
HGV2_370,M5b,0
HGV2_371,M5b,0
HGV2_379,M5b,0
HGV2_398,M5b,0
HGV2_400,M5b,0
HGV2_418,M5b,0
HGV2_429,M5b,0
HGV2_430,M5b,0
HGV2_431,M5b,0
52KP-HG,M5b,0
62KP-HG,M5b,0
Moliner_03,M5b,0
Moliner_08,M5b,0
Moliner_02,M5b,0
NTUH,M5b,0
Kpcas111,M5b,0
HGV2C_01,M5b,0
HGV2C_10,M5b,0
HGV2C_11,M5b,0
HGV2C_13,M5b,0
HGV2C_14,M5b,0
HGV2C_16,M5b,0
HGV2C_17,M5b,0
HGV2C_18,M5b,0
HGV2C_02,M5b,0
HGV2C_19,M5b,0
HGV2C_20,M5b,0
HGV2C_23,M5b,0
HGV2C_28,M5b,0
HGV2C_03,M5b,0
HGV2C_33,M5b,0
HGV2C_34,M5b,0
HGV2C_36_contigs,M5b,0
HGV2C_37,M5b,0
HGV2C_39,M5b,0
HGV2C_06,M5b,0
HGV2C_08,M5b,0
CU371,M5b,0
42KP-HG,M5b,0
HGV2C_21,M5b,0
Kpcas091,M12a,0
Kpcas042,M12a,0
Kpcas039,M12a,0
CU276,M12a,0
CU293,M12a,0
CU402,M12a,0
CU406,M12a,0
CU443,M12a,0
CU448,M12a,0
CU451,M12a,0
CU494,M12a,0
CU503,M12a,0
132,M12a,0
779,M12a,0
806,M12a,0
228,M12a,0
245,M12a,0
406,M12a,0
1210,M12a,0
1446,M12a,0
1468,M12a,0
1572,M12a,0
2164,M12a,0
HAV1_14,M12a,0
HAV1_13,M12a,0
HCV1_19,M12a,0
HCV1_21,M12a,0
HCV1_10,M12a,0
HCV1_42,M12a,0
HCV1_24,M12a,0
HCV1_26,M12a,0
HCV1_27,M12a,0
HCV1_35,M12a,0
HCV1_36,M12a,0
HCV1_33,M12a,0
KP_HGE01_045,M12a,0
KP_HGE01_024,M12a,0
KP_HGE01_025,M12a,0
KP_HGE01_042,M12a,0
KP_HGE01_017,M12a,0
KP_HGE01_039,M12a,0
KP_HGE01_044,M12a,0
KP_HGE01_040,M12a,0
KP_HGE01_029,M12a,0
KP_HGE01_014,M12a,0
KP_HGE01_003,M12a,0
KP_HGE01_004,M12a,0
KP_HGE01_005,M12a,0
HGUA4_08,M12a,0
KP_HGUA02_068,M12a,0
HGUA4_09,M12a,0
HGUA4_51,M12a,0
KP_HGUA02_064,M12a,0
KP_HGUA02_073,M12a,0
KP_HGUA03_124,M12a,0
KP_HGUA02_099,M12a,0
KP_HGUA02_066,M12a,0
KP_HGUA02_059,M12a,0
KP_HGUA02_074,M12a,0
KP_HGUA02_054,M12a,0
KP_HGUA02_051,M12a,0
KP_HGUA03_117,M12a,0
KP_HGUA02_055,M12a,0
KP_HGUA02_092,M12a,0
HGUA4_15,M12a,0
KP_HGUA03_108,M12a,0
KP_HGUA03_147,M12a,0
KP_HGUA02_071,M12a,0
KP_HGUA02_089,M12a,0
Kpcas027,M12a,0
Kpcas048,M12a,0
Kpcas083,M12a,0
Kpcas024,M12a,0
HGUC2_04,M12a,0
Kpcas054,M12a,0
HGUC2_09,M12a,0
HLF1_17,M12a,0
HLF1_40,M12a,0
HLF1_54,M12a,0
HLF1_68,M12a,0
102KP-HG,M12a,0
156KP-HG,M12a,0
159KP-HG,M12a,0
191KP-HG,M12a,0
201KP-HG,M12a,0
205KP-HG,M12a,0
218KP-HG,M12a,0
225KP-HG,M12a,0
234KP-HG,M12a,0
242KP-HG,M12a,0
255KP-HG,M12a,0
268KP-HG,M12a,0
48KP-HG,M12a,0
HGV2_297,M12a,0
33KP-HG,M12a,0
HGV2_332,M12a,0
34KP-HG,M12a,0
HGV2_341,M12a,0
HGV2_370,M12a,0
HGV2_371,M12a,0
HGV2_379,M12a,0
HGV2_398,M12a,0
HGV2_400,M12a,0
HGV2_418,M12a,0
HGV2_429,M12a,0
HGV2_430,M12a,0
HGV2_431,M12a,0
52KP-HG,M12a,0
62KP-HG,M12a,0
Moliner_03,M12a,0
Moliner_08,M12a,0
Moliner_02,M12a,0
NTUH,M12a,0
Kpcas111,M12a,0
HGV2C_01,M12a,0
HGV2C_10,M12a,0
HGV2C_11,M12a,0
HGV2C_13,M12a,0
HGV2C_14,M12a,0
HGV2C_16,M12a,0
HGV2C_17,M12a,0
HGV2C_18,M12a,0
HGV2C_02,M12a,0
HGV2C_19,M12a,0
HGV2C_20,M12a,0
HGV2C_23,M12a,0
HGV2C_28,M12a,1
HGV2C_03,M12a,0
HGV2C_33,M12a,0
HGV2C_34,M12a,0
HGV2C_36_contigs,M12a,0
HGV2C_37,M12a,0
HGV2C_39,M12a,0
HGV2C_06,M12a,0
HGV2C_08,M12a,0
CU371,M12a,0
42KP-HG,M12a,0
HGV2C_21,M12a,0
Kpcas091,P4a,0
Kpcas042,P4a,0
Kpcas039,P4a,0
CU276,P4a,0
CU293,P4a,0
CU402,P4a,0
CU406,P4a,0
CU443,P4a,0
CU448,P4a,0
CU451,P4a,0
CU494,P4a,0
CU503,P4a,0
132,P4a,0
779,P4a,0
806,P4a,0
228,P4a,0
245,P4a,0
406,P4a,0
1210,P4a,0
1446,P4a,0
1468,P4a,0
1572,P4a,0
2164,P4a,0
HAV1_14,P4a,0
HAV1_13,P4a,0
HCV1_19,P4a,0
HCV1_21,P4a,0
HCV1_10,P4a,0
HCV1_42,P4a,0
HCV1_24,P4a,0
HCV1_26,P4a,0
HCV1_27,P4a,0
HCV1_35,P4a,0
HCV1_36,P4a,0
HCV1_33,P4a,0
KP_HGE01_045,P4a,0
KP_HGE01_024,P4a,0
KP_HGE01_025,P4a,0
KP_HGE01_042,P4a,0
KP_HGE01_017,P4a,0
KP_HGE01_039,P4a,0
KP_HGE01_044,P4a,0
KP_HGE01_040,P4a,0
KP_HGE01_029,P4a,1
KP_HGE01_014,P4a,0
KP_HGE01_003,P4a,0
KP_HGE01_004,P4a,1
KP_HGE01_005,P4a,0
HGUA4_08,P4a,0
KP_HGUA02_068,P4a,0
HGUA4_09,P4a,0
HGUA4_51,P4a,0
KP_HGUA02_064,P4a,0
KP_HGUA02_073,P4a,0
KP_HGUA03_124,P4a,0
KP_HGUA02_099,P4a,0
KP_HGUA02_066,P4a,0
KP_HGUA02_059,P4a,0
KP_HGUA02_074,P4a,0
KP_HGUA02_054,P4a,0
KP_HGUA02_051,P4a,0
KP_HGUA03_117,P4a,0
KP_HGUA02_055,P4a,0
KP_HGUA02_092,P4a,0
HGUA4_15,P4a,0
KP_HGUA03_108,P4a,0
KP_HGUA03_147,P4a,0
KP_HGUA02_071,P4a,0
KP_HGUA02_089,P4a,0
Kpcas027,P4a,0
Kpcas048,P4a,0
Kpcas083,P4a,0
Kpcas024,P4a,0
HGUC2_04,P4a,0
Kpcas054,P4a,0
HGUC2_09,P4a,0
HLF1_17,P4a,0
HLF1_40,P4a,0
HLF1_54,P4a,0
HLF1_68,P4a,0
102KP-HG,P4a,0
156KP-HG,P4a,0
159KP-HG,P4a,0
191KP-HG,P4a,0
201KP-HG,P4a,0
205KP-HG,P4a,0
218KP-HG,P4a,0
225KP-HG,P4a,0
234KP-HG,P4a,0
242KP-HG,P4a,0
255KP-HG,P4a,0
268KP-HG,P4a,0
48KP-HG,P4a,0
HGV2_297,P4a,0
33KP-HG,P4a,0
HGV2_332,P4a,0
34KP-HG,P4a,0
HGV2_341,P4a,0
HGV2_370,P4a,0
HGV2_371,P4a,0
HGV2_379,P4a,0
HGV2_398,P4a,0
HGV2_400,P4a,0
HGV2_418,P4a,0
HGV2_429,P4a,0
HGV2_430,P4a,0
HGV2_431,P4a,0
52KP-HG,P4a,0
62KP-HG,P4a,0
Moliner_03,P4a,0
Moliner_08,P4a,0
Moliner_02,P4a,0
NTUH,P4a,0
Kpcas111,P4a,0
HGV2C_01,P4a,0
HGV2C_10,P4a,0
HGV2C_11,P4a,1
HGV2C_13,P4a,1
HGV2C_14,P4a,0
HGV2C_16,P4a,0
HGV2C_17,P4a,0
HGV2C_18,P4a,0
HGV2C_02,P4a,0
HGV2C_19,P4a,0
HGV2C_20,P4a,0
HGV2C_23,P4a,0
HGV2C_28,P4a,0
HGV2C_03,P4a,0
HGV2C_33,P4a,0
HGV2C_34,P4a,0
HGV2C_36_contigs,P4a,0
HGV2C_37,P4a,0
HGV2C_39,P4a,0
HGV2C_06,P4a,0
HGV2C_08,P4a,0
CU371,P4a,0
42KP-HG,P4a,0
HGV2C_21,P4a,0
Kpcas091,P4b,0
Kpcas042,P4b,0
Kpcas039,P4b,0
CU276,P4b,0
CU293,P4b,0
CU402,P4b,0
CU406,P4b,0
CU443,P4b,0
CU448,P4b,0
CU451,P4b,0
CU494,P4b,0
CU503,P4b,0
132,P4b,0
779,P4b,0
806,P4b,0
228,P4b,0
245,P4b,0
406,P4b,0
1210,P4b,0
1446,P4b,0
1468,P4b,0
1572,P4b,0
2164,P4b,0
HAV1_14,P4b,0
HAV1_13,P4b,0
HCV1_19,P4b,0
HCV1_21,P4b,0
HCV1_10,P4b,0
HCV1_42,P4b,0
HCV1_24,P4b,0
HCV1_26,P4b,0
HCV1_27,P4b,0
HCV1_35,P4b,0
HCV1_36,P4b,0
HCV1_33,P4b,0
KP_HGE01_045,P4b,0
KP_HGE01_024,P4b,0
KP_HGE01_025,P4b,0
KP_HGE01_042,P4b,0
KP_HGE01_017,P4b,0
KP_HGE01_039,P4b,0
KP_HGE01_044,P4b,0
KP_HGE01_040,P4b,0
KP_HGE01_029,P4b,1
KP_HGE01_014,P4b,0
KP_HGE01_003,P4b,0
KP_HGE01_004,P4b,1
KP_HGE01_005,P4b,0
HGUA4_08,P4b,0
KP_HGUA02_068,P4b,0
HGUA4_09,P4b,0
HGUA4_51,P4b,0
KP_HGUA02_064,P4b,0
KP_HGUA02_073,P4b,0
KP_HGUA03_124,P4b,0
KP_HGUA02_099,P4b,0
KP_HGUA02_066,P4b,0
KP_HGUA02_059,P4b,0
KP_HGUA02_074,P4b,0
KP_HGUA02_054,P4b,0
KP_HGUA02_051,P4b,0
KP_HGUA03_117,P4b,0
KP_HGUA02_055,P4b,0
KP_HGUA02_092,P4b,0
HGUA4_15,P4b,0
KP_HGUA03_108,P4b,0
KP_HGUA03_147,P4b,0
KP_HGUA02_071,P4b,0
KP_HGUA02_089,P4b,0
Kpcas027,P4b,0
Kpcas048,P4b,0
Kpcas083,P4b,0
Kpcas024,P4b,0
HGUC2_04,P4b,0
Kpcas054,P4b,0
HGUC2_09,P4b,0
HLF1_17,P4b,0
HLF1_40,P4b,0
HLF1_54,P4b,0
HLF1_68,P4b,0
102KP-HG,P4b,0
156KP-HG,P4b,0
159KP-HG,P4b,0
191KP-HG,P4b,0
201KP-HG,P4b,0
205KP-HG,P4b,0
218KP-HG,P4b,0
225KP-HG,P4b,0
234KP-HG,P4b,0
242KP-HG,P4b,0
255KP-HG,P4b,0
268KP-HG,P4b,0
48KP-HG,P4b,0
HGV2_297,P4b,0
33KP-HG,P4b,0
HGV2_332,P4b,0
34KP-HG,P4b,0
HGV2_341,P4b,0
HGV2_370,P4b,0
HGV2_371,P4b,0
HGV2_379,P4b,0
HGV2_398,P4b,0
HGV2_400,P4b,0
HGV2_418,P4b,0
HGV2_429,P4b,0
HGV2_430,P4b,0
HGV2_431,P4b,0
52KP-HG,P4b,0
62KP-HG,P4b,0
Moliner_03,P4b,0
Moliner_08,P4b,0
Moliner_02,P4b,0
NTUH,P4b,0
Kpcas111,P4b,0
HGV2C_01,P4b,0
HGV2C_10,P4b,0
HGV2C_11,P4b,1
HGV2C_13,P4b,1
HGV2C_14,P4b,0
